,0,1,2,3,4,5,6
0,Land area under irrigation for selected crops 2008,,,,,,
1,"
Upazila",Paddy,Paddy,Wheat,Wheat,Potato,Potato
2,"
Upazila",Total area,Irrigated area,Total area,Irrigated area,Total area,Irrigated area
3,Dimla,81881,34765,1975,595,3198,3198
4,Domar,73265,31966,2494,240,2715,2715
5,Jaldhaka,69538,32387,775,775,6906,6906
6,Kishorgonj,49254,29512,734,504,7144,7144
7,Nilphamary Sadar,107436,57151,2439,325,10875,10875
8,Sayedpur,34781,16776,895,895,2857,2857
9,Total,416155,202558,9311,3334,33694,33694
