,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,(Area in Acre),(Area in Acre),(Area in Acre),(Area in Acre),(Area in Acre),(Area in Acre),(Area in Acre)
2,"
Upazila",Pond,Pond,Dhighee,Dhighee,"
Other area","
Total area"
3,"
Upazila",Number,Area,Number,Area,"
Other area","
Total area"
4,Dimla,3082,665,649,127,3724,4516
5,Domar,6190,890,2320,640,82,1612
6,Jaldhaka,1750,437,135,68,37,542
7,Kishorgonj,3069,64236,35,29,10,64275
8,Nilphamary Sadar,8236,2015,1,99,3404,5518
9,Sayedpur,2570,668,0,0,116,784
10,Total,24897,68911,3140,963,7373,77247
