,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station, camp, union land (tohsil) office, BOP (BGB camp), cyber cafe 2011",,,,,,,,
1,Narsingdi,,,,,,,,
2,,,,,,,,,
3, Upazila,Filling station,Fire brigade station,Police station/ camp,Union land (tohsil) office,Sub- registry office,BOP (BGB camp),ISP provider,Cyber cafe
4,Belabo,1,0,1,7,1,0,0,0
5,Manohardi,4,1,2,11,1,0,0,0
6,Narsingdi Sadar,11,2,5,16,1,0,0,0
7,Palash,1,1,3,4,1,0,4,2
8,Roypura,3,1,3,24,1,0,0,0
9,Shibpur,7,1,3,9,1,0,0,0
10,Total,27,6,17,71,6,0,4,2
