,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,Narsingdi,,,,
2,,,,,
3, Upazila,Name of Important or historical/tourist place/object,Name of important /famous crop or food production,Customer care service providers name of cell phone operator,Distance between district head quarter  upazila by road (km)
4,Belabo,Dhurdha Nagar,-,Golap Miah,40
5,Manohardi,-,Peddy,Grameen,20
6,Narsingdi Sadar,Arshi Nagar,Bannana,Grameen,1
7,Palash,Sarkar Khana,Bannana,-,13
8,Roypura,-,Peddy,Grameen,29
9,Shibpur,Sona Muri Pahari,Khatal,Maminul Haq,14
