,0,1,2,3,4,5,6,7,8
0,"Number of secondary school & college (operating jointly), teacher and student by municipality 2011",,,,,,,,
1,"
Municipality","Number
of  institute",Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,"Students
per teacher"
2,"
Municipality","Number
of  institute",Male,Female,Total,Male,Female,Total,"Students
per teacher"
3,Kurigram,1,10,6,16,205,189,394,25
4,Nageshwari,0,0,0,0,0,0,0,0
5,Ulipur,1,33,6,39,1524,214,1738,45
6,Total,2,43,12,55,1729,403,2132,39
