,0,1,2,3,4,5,6
0,"Area and production of jackfruit, banana and pineapple 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila Upazila Bhurungamari Char Rajibpur Chilmari Kurigram Sadar Nageshwari Phulbari Rajarhat Raumari Ulipur Total,Jackfruits Area 8490 5 647 42 2650 31 27 12 156 12060,Jackfruits Production 309 10 185 2 304 739 426 70 1265 3310,Banana Area 52 5 74 42 28000 48 56 0 175 28452,Banana Production 13 10 613 200 25903 500 735 0 1746 29720,Pineapple Area 13 0 0 2 7 0 2 0 23 47,Pineapple Production 323 0 0 2 11 10 2 0 69 417
3,Upazila,Jackfruit,Jackfruit,Banana,Banana,Pineapple,Pineapple
4,Upazila,Area,Production,Area,Production,Area,Production
5,Bhurungamari,8487,306,55,14,12,307
6,Char Rajibpur,5,10,3,5,0,0
7,Chilmari,527,185,70,580,0,0
8,Kurigram Sadar,43,3,40,200,2,2
9,Nageshwari,2600,286,26744,22396,6,1092
10,Phulbari,31,749,38,396,0,10
11,Rajarhat,26,423,56,736,2,2
12,Raumari,12,62,0,0,0,0
13,Ulipur,152,1260,160,1657,22,66
14,Total,11883,3284,27166,25983,44,1479
