,0,1,2,3,4,5
0,Land area based on utilization 2008,,,,,
1,Upazila,"Operated
area","Permanent
cropped area","Temporary
cropped area","Permanent
fallow area",Others
2,Bhurungamari,48080,1302,35929,1169,10849
3,Char Rajibpur,12442,396,10401,11,1645
4,Chilmari,21658,535,16564,986,4559
5,Kurigram Sadar,48794,1575,31963,553,15256
6,Nageshwari,64441,1176,61217,5696,22048
7,Phulbari,31930,1481,24036,3918,6413
8,Rajarhat,33623,1661,24470,549,7492
9,Raumari,47007,946,37644,1001,8417
10,Ulipur,69086,1129,51636,1643,16321
11,Total,397061,10201,293860,15526,93000
