,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Tomato,Tomato,Radish,Radish,Bean,Bean
3,Upazila,Area,Production,Area,Production,Area,Production
4,Bhurungamari,25,40,345,1553,70,92
5,Char Rajibpur,25,80,173,1050,75,180
6,Chilmari,24,33,100,500,41,45
7,Kurigram Sadar,25,25,120,330,50,130
8,Nageshwari,21,42,72,253,25,25
9,Phulbari,25,112,120,324,7,7
10,Rajarhat,20,33,61,189,20,6
11,Raumari,9,5,28,62,17,9
12,Ulipur,35,109,105,367,47,75
13,Total,209,478,1124,4627,352,569
14,Upazila,Pumpkin,Pumpkin,Parble (potol),Parble (potol),Cabbage,Cabbage
15,Upazila,Area,Production,Area,Production,Area,Production
16,Bhurungamari,48,110,83,129,230,589
17,Char Rajibpur,80,288,35,135,65,330
18,Chilmari,38,65,12,13,13,59
19,Kurigram Sadar,45,108,60,54,35,38
20,Nageshwari,36,102,255,565,30,113
21,Phulbari,22,142,41,77,140,420
22,Rajarhat,60,252,24,38,26,204
23,Raumari,23,33,7,15,17,40
24,Ulipur,208,396,77,193,70,504
25,Total,560,1497,594,1218,626,2297
