,0,1,2,3,4,5,6,7,8
0,"Number of growth centre, hat , bazar, poultry farm, dairy farm, nursery, horticulture centre, brick kiln, decorator service 2011",,,,,,,,
1,Upazila,"Growth
centre","Hat
/bazar","Poultry
farm","Dairy
farm",Nursery,"Horticulture
centre","Brick
kiln","Decorator
service"
2,Bhurungamari,5,20,2,19,9,0,4,25
3,Char Rajibpur,7,15,5,4,8,0,2,3
4,Chilmari,6,6,20,10,15,0,4,6
5,Kurigram Sadar,4,24,431,25,13,1,7,26
6,Nageshwari,15,46,80,14,0,0,8,41
7,Phulbari,7,16,5,0,25,0,2,82
8,Rajarhat,7,31,12,41,13,0,3,35
9,Raumari,3,18,40,12,15,0,8,12
10,Ulipur,22,35,60,27,20,2,10,41
11,Total,76,211,661,152,118,3,48,271
