,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,Upazila,TFPO,MO,FPI,TFPA,FWV,FWA,"Midwife or
SBA"
2,Bhurungamari,1,1,7,3,10,36,5
3,Char Rajibpur,1,3,3,2,1,11,0
4,Chilmari,1,0,3,3,3,25,0
5,Kurigram Sadar,1,1,7,2,11,39,22
6,Nageshwari,1,1,13,3,8,62,0
7,Phulbari,1,0,1,1,5,27,11
8,Rajarhat,1,1,5,0,8,32,9
9,Raumari,1,0,4,2,2,27,0
10,Ulipur,1,0,8,3,11,63,0
11,Total,9,7,51,19,59,322,47
