,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
3, Upazila,Weaving/ handloom,Handy,Husking crafts mill,Goor processing,Biri factory,Salt processing,Dry fish processing,Pottery,Others
4,Bhurungamari,15,33,1875,0,0,0,0,17,0
5,Char Rajibpur,0,0,0,0,0,0,0,0,0
6,Chilmari,55,0,26,2,0,0,0,10,15
7,Kurigram Sadar,0,8,48,12,1,0,0,460,186
8,Nageshwari,0,0,0,0,0,0,0,15,5
9,Phulbari,0,0,103,3,0,0,0,18,0
10,Rajarhat,0,0,13,0,0,0,0,50,0
11,Raumari,210,63,12,30,0,0,0,0,0
12,Ulipur,55,0,235,0,1,0,0,60,35
13,Total,335,104,2312,47,2,0,0,630,241
