,0,1,2,3,4
0,"Number of branch of specialized (Krishi, Co-operative etc) bank 2011",,,,
1,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
2,Baliadangi,2,10,5130,114
3,Haripur,3,27,8205,145
4,Pirgonj,3,18,6694,228
5,Ranisankail,3,17,2738,97
6,Thakurgaon Sadar,10,140,3640,132
7,Total,21,212,26407,716
