,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,"
Upazila",Krishi bank,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank
2,"
Upazila",Number of  branch,Account,Account,Account,Account,Number of  branch,Account,Account,Account,Account
3,"
Upazila",Number of  branch,S.D,C.D,F.D,S.T.D,Number of  branch,S.D,C.D,F.D,S.T.D
4,Baliadangi,2,0,114,88,6,0,0,0,0,0
5,Haripur,3,8205,145,37,11,0,0,0,0,0
6,Pirgonj,3,4547,154,85,16,0,0,0,0,0
7,Ranisankail,3,2738,97,103,8,0,0,0,0,0
8,Thakurgaon Sadar,10,4555,155,400,65,0,0,0,0,0
9,Total,21,20045,665,713,106,0,0,0,0,0
