,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,Gopalgonj,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of kindergarten school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Gopalganj Sadar,41,177,126,303,2205,1973,4178,21
5,Kashiani,31,98,149,247,1912,2339,4251,17
6,Kotalipara,5,9,12,21,198,237,435,21
7,Muksudpur,7,15,21,36,385,490,875,24
8,Tungipara,8,9,23,32,315,248,563,18
9,Total,92,308,331,639,5015,5287,10302,16
