,0,1,2,3
0,Length of embankment road  canal 2011,,,
1,Gopalgonj,,,
2,(Kilometer),,,
3,Upazila,Embankment road,Canal,Others road
4,Gopalganj Sadar,10.5,43,0
5,Kashiani,10.5,233,0
6,Kotalipara,0,42,0
7,Muksudpur,0,95,0
8,Tungipara,19,40,0
9,Total,40,453,0
