,0,1,2,3,4
0,Number of fisherman and production of fish during the years 2010-11  2009-10,,,,
1,Gopalgonj,,,,
2,,,,,
3,(Production in metric ton) -  Upazila,(Production in metric ton) - 2010-11 - Number,(Production in metric ton) - 2010-11 - Production,(Production in metric ton) - 2009-10 - Number,(Production in metric ton) - 2009-10 - Production
4,Gopalganj Sadar,2383,2818,2240,2809
5,Kashiani,513,2166,490,2245
6,Kotalipara,1025,340,1025,340
7,Muksudpur,4320,3072,4300,2873
8,Tungipara,2065,770,2060,715
9,Total,10306,9166,10115,8982
