,0,1,2,3,4,5
0,"Name of land, river,  sea port, important or historical,  tourist places, objects, important,  famous crop or food ptoduction 2011",,,,,
1,,,Name of,"Name of important
/famous crop or food production",Customer care service provider’s name of cell phone operators,Distance
2,,Name of,Important or,"Name of important
/famous crop or food production",Customer care service provider’s name of cell phone operators,between District
3,Upazila,Land/River/Sea,historical/,"Name of important
/famous crop or food production",Customer care service provider’s name of cell phone operators,Head Quarter &
4,,port,Tourist,"Name of important
/famous crop or food production",Customer care service provider’s name of cell phone operators,upazila by road
5,,,places/objects,"Name of important
/famous crop or food production",Customer care service provider’s name of cell phone operators,(km)
6,Bhola Sadar,0,0,Paddy,Grameen,0
7,Burhanuddin,0,0,Paddy,Raul Aop Grameen,25
8,Char Fasson,0,0,BatelNat,Md. Sohel,70
9,Daulatkhan,0,0,Paddy,Morzina Akter,28
10,Lalmohan,0,0,Paddy,Md. Rasel,48
11,Manpura,0,0,0,Bangla Link,105
12,Tazumuddin,0,0,Paddy,Grameen,47
