,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,"
Upazila",Krishi Bank,Krishi Bank,Krishi Bank,Krishi Bank,Krishi Bank,Co-operative Bank,Co-operative Bank,Co-operative Bank,Co-operative Bank,Co-operative Bank
2,"
Upazila","Number
of branch",Account,Account,Account,Account,"Number
of branch",Account,Account,Account,Account
3,"
Upazila","Number
of branch",S.D,C.D,F.D,S.T.D,"Number
of branch",S.D,C.D,F.D,S.T.D
4,Bhola Sadar,2,0,0,74,6,1,0,0,0,0
5,Burhanuddin,2,12712,63,175,10,0,0,0,0,0
6,Char Fasson,6,1504,168,223,31,0,0,0,0,0
7,Daulatkhan,1,2,150,500,2,655,0,0,0,0
8,Lalmohan,2,0,0,95,11,0,0,0,0,0
9,Manpura,1,251,22,0,3,0,0,0,0,0
10,Tazumuddin,1,0,200,105,5,0,0,0,0,0
11,Total,15,14469,603,1172,68,656,0,0,0,0
