,0,1,2,3,4,5,6
0,Number of holding reporting selected livestock species 2008,,,,,,
1,"
Upazila",Cows & Buffaloes,Cows & Buffaloes,Goats,Goats,Sheep,Sheep
2,"
Upazila","Holding
/Farm number",Animal number,Holding/ Farm number,Goats number,"Holding/
Farm number",Sheep number
3,Bhola Sadar,22823,58241,13092,33159,131,825
4,Burhanuddin,13072,39946,6609,19080,155,1136
5,Char Fasson,30506,83150,19006,53739,547,2970
6,Daulatkhan,10828,28290,20,12738,27,314
7,Lalmohan,15833,40149,9109,21442,1247,6326
8,Manpura,6754,22819,4607,14950,228,1276
9,Tazumuddin,12181,37798,6967,23585,142,1081
10,Total,111997,310393,59410,178693,2477,13928
