,0,1,2,3,4
0,Number of agriculture holding by tenure,,,,
1,,,,,
2, 	· culture Census 2008 Upazila	Total farm	Owner holding	Owner cwn tenant	Tenant holding  	holdin	, 	· culture Census 2008 Upazila	Total farm	Owner holding	Owner cwn tenant	Tenant holding  	holdin	, 	· culture Census 2008 Upazila	Total farm	Owner holding	Owner cwn tenant	Tenant holding  	holdin	, 	· culture Census 2008 Upazila	Total farm	Owner holding	Owner cwn tenant	Tenant holding  	holdin	, 	· culture Census 2008 Upazila	Total farm	Owner holding	Owner cwn tenant	Tenant holding  	holdin	
3,Gazaria,16742,22104,6635,768
4,Lo h ajang,11080,22216,4870,6472
5,Munshiganj Sadar,19584,45843,9204,13809
6,Serajdikhan,21631,37778,7641,3676
7,Sreenagar,18666,36628,8600,5434
8,Tongibari,14271,25651,5866,5571
9,Total,101974,190220,42816,35730
