,0,1,2,3,4,5,6,7
0,Number of warehouse and their storage capadty 2011,,,,,,,
1,(Caoacitv in metric ton),,,,,,,
2,Gazaria,2100.0,1.0,11000.0,0.0,0.0,0.0,0.0
3,Lauhajang	0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Munshiganj Sadar	2,7388.0,2.0,5000.0,0.0,0.0,2.0,300.0
5,Serajdikhan	2,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Sreenagar	1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Tongibari	1,1000.0,1.0,500.0,0.0,0.0,7.0,30.0
8,Total	7,12488.0,4.0,16500.0,0.0,0.0,9.0,330.0
