,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
3,Bauphal,300,0,0,300,200
4,Dashmina,250,250,200,200,150
5,Dumki,250,250,0,250,100
6,Galachipa,350,300,250,300,200
7,Kalapara,250,230,190,240,100
8,Mirzaganj,300,250,200,250,100
9,Patuakhali Sadar,250,0,0,300,200
10,Average,279,256,210,263,150
