,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,,,,,,,,
2, Upazila, Pond, Dighee, River flow,Flood camp/ shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
3,Bauphal,3552,0,3,5,21,44,0
4,Dashmina,11866,2,2,100,8,2,1
5,Dumki,2109,114,2,0,6,24,0
6,Galachipa,45200,20,12,85,156,77,0
7,Kalapara,889,296,4,28,74,104,1
8,Mirzaganj,16730,8,2,0,8,19,0
9,Patuakhali Sadar,27800,20,2,0,27,87,2
10,Total,108146,460,27,218,300,357,4
