,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,,,,,,
2,  Upazila, Name of land/river port, Name of important or historical/tourist place/object,Name of important /famous crop or food production,Customer care service providers name of cell phone operator,Distance between district head quarter  upazila by road (km)
3,Bauphal,-,Comlar Dighee,Paddy,Grameen Phone,47
4,Dashmina,,-,Paddy,Grameen phone,25
5, Dumki, -,Patuakhali scince and technology university, Paddy, Grameen Phone, 17.5
6,Galachipa,-,Shonarchar,Paddy,Grameen Phone,32
7,Kalapara,-,Kuakata,Paddy,Bangla Link,48
8,Mirzaganj,-,Shahi mosque,Paddy,Grameen Phone,10
9,Patuakhali Sadar,-,Doensorif Deeghi,Paddy,Grameen Phone,2
