,0,1,2,3
0,Length of embankment road & canal 2011,,,
1,(Kilometer),,,
2,Upazila,Embankment road,Canal,Others road
3,Bauphal,0,0,0
4,Dashmina,2,84,0
5,Dumki,0,38,0
6,Galachipa,9,300,0
7,Kalapara,7,420,0
8,Mirzaganj,1,40,0
9,Patuakhali Sadar,1,140,0
10,Total,20,1022,0
