,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,Sirajganj,,,,
2,,,,,
3,Upazila,Number of pumps fielded - Electric,Number of pumps fielded - Diesel,Number of pumps fielded - Total,Area irrigated (in acre)
4,Belkuchi,1638,2933,4571,17871
5,Chauhali,21,1512,1534,10372
6,Kamarkhanda,1274,2419,3693,17435
7,Kazipur,973,30522,31495,32826
8,Royganj,1285,8170,9455,35612
9,Shahjadpur,3735,5070,8805,39873
10,Sirajganj Sadar,1541,4189,5730,70312
11,Tarash,734,13660,14394,91160
12,Ullahpara,3420,8710,12130,66534
13,Total,14621,77185,91807,381995
