,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Wheat - Area,Wheat - Production,Jute - Area,Jute - Production,Sugarcane - Area,Sugarcane - Production
3,Fulchhari,150,220,6520,5996,204,1134
4,Gaibandha Sadar,226,168,977,793,0,0
5,Gobindaganj,750,720,2980,2971,4180,108680
6,Palashbari,390,398,1600,1418,288,6336
7,Sadullapur,1064,771,4955,39560,48,768
8,Saghata,1350,834,5200,3993,149,134
9,Sundarganj,2085,1668,5975,4815,145,2320
10,Total,6015,4779,28207,59545,5014,119372
