,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Pubali bank - Number of branch,Pubali bank - Account - S.D,Pubali bank - Account - C.D,Pubali bank - Account - F.D,Pubali bank - Account - S.T.D,Uttara bank - Number of branch,Uttara bank - Account - S.D,Uttara bank - Account - C.D,Uttara bank - Account - F.D,Uttara bank - Account - S.T.D
3,Fulchhari,0,0,0,0,0,0,0,0,0,0
4,Gaibandha Sadar,2,0,1180,319,112,1,2670,1113,155,70
5,Gobindaganj,2,4780,3583,168,18,0,0,0,0,0
6,Palashbari,0,0,0,0,0,0,0,0,0,0
7,Sadullapur,0,0,0,0,0,0,0,0,0,0
8,Saghata,0,0,0,0,0,0,0,0,0,0
9,Sundarganj,0,0,0,0,0,0,0,0,0,0
10,Total,4,4780,4763,487,130,1,2670,1113,155,70
