,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,,,,,,,
2, Upazila,Hen and cock - Holding reporting,Hen and cock - Total number,Duck - Holding reporting,Duck - Total number,Others - Holding reporting,Others - Total number
3,Fulchhari,18347,115441,8995,40598,806,10087
4,Gaibandha Sadar,48477,318014,28420,144295,977,12691
5,Gobindaganj,79573,525835,44187,195602,2246,25727
6,Palashbari,36289,202035,20691,76818,851,8123
7,Sadullapur,38994,227715,20367,81170,649,5930
8,Saghata,40464,251599,18404,77851,1049,12763
9,Sundarganj,59997,363011,32953,141904,1065,11174
10,Total,322141,2003650,174017,758238,17538,414254
