,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,Chapai_Nawabganj,,,,,
2,,,,,,
3,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
4,Bholahat,250,150,0,150,65
5,Chapai Nawabganj Sadar,300,170,0,160,70
6,Gomastapur,250,170,0,150,70
7,Nachole,250,160,0,160,70
8,Shibganj,250,150,0,160,70
9,Average,260,160,0,156,69
