,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Rupali and Agrani bank 2011,,,,,,,,,,
1,Chapai_Nawabganj,,,,,,,,,,
2,,,,,,,,,,,
3, Upazila,Rupali bank - Number of branch,Rupali bank - Account - S.D,Rupali bank - Account - C.D,Rupali bank - Account - F.D,Rupali bank - Account - S.T.D,Agrani bank - Number of branch,Agrani bank - Account - S.D,Agrani bank - Account - C.D,Agrani bank - Account - F.D,Agrani bank - Account - S.T.D
4,Bholahat,1,3383,123,44,75,0,0,0,0,0
5,Chapai Nawabganj Sadar,3,45,120,196,10,7,39899,2702,336,65
6,Gomastapur,1,1158,46,26,7,2,5277,234,121,19
7,Nachole,0,0,0,0,0,0,0,0,0,0
8,Shibganj,0,0,0,0,0,4,21173,837,309,28
9,Total,5,4586,289,266,92,13,66349,3773,766,112
