,0,1,2,3,4
0,Number of semi-auto rice mill and person engaged 2011,,,,
1,Chapai_Nawabganj,,,,
2,,,,,
3,Upazila,Unit,Person engaged - Male,Person engaged - Female,Person engaged - Total
4,Bholahat,0,0,0,0
5,Chapai Nawabganj Sadar,5,45,65,110
6,Gomastapur,3,27,36,63
7,Nachole,2,16,20,36
8,Shibganj,3,21,33,54
9,Total,13,109,154,263
