,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,,,,,
2,Upazila,Number of pumps fielded Electric,Number of pumps fielded Diesel,Number of pumps fielded Total,Area irrigated (in acre)
3,Akhaura,58,470,528,6200
4,Ashuganj,183,345,528,13068
5,Banchharampur,108,1475,1583,13585
6,Bijoynagar,146,2483,2629,21427
7,Brahmanbaria Sadar,724,1094,1818,70536
8,Kasba,797,2216,3013,27925
9,Nabinagar,191,575,766,33974
10,Nasirnagar,32,510,542,46197
11,Sarail,218,1025,1243,14710
12,Total,2457,10193,12650,247622
