,0,1,2,3,4,5,6
0,"Area and production of papaya, guava, lime and lemon 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Papaya Area,Papaya Production,Guava Area,Guava Production,Lime and lemon Area,Lime and lemon Production
3,Akhaura,5,80,100,200,12,2
4,Ashuganj,10,16,20,44.1,15,58.75
5,Banchharampur,20,100,10,30,5,10
6,Bijoynagar,2,72,57,8700,5.5,130
7,Brahmanbaria Sadar,2,72,19,661,10,159
8,Kasba,10.5,36.6,16,91.28,18,109.21
9,Nabinagar,0,0,33,127,0,0
10,Nasirnagar,0,0,0,0,0,0
11,Sarail,0,0,0,0,0,0
12,Total,49.5,376.6,255,9853.38,65.5,468.96
