,0,1,2,3,4
0,"Length of metalled, semi metalled and unmetalled road 2011",,,,
1,,,,,
2,nan - Upazila/city corporation,nan - Metalled road,nan - Semi metalled road,nan - Unmetalled (kacha) road,(Kilometer) - Total
3,Bagha,168,35,262,465
4,Baghmara,203,10,358,571
5,Charghat,193,36,466,695
6,Durgapur,201,9,428,638
7,Godagari,372,12,771,1155
8,Mohanpur,87,23,213,323
9,Paba,357,44,546,947
10,Puthia Rajshahi city corporation,215  346,13  225,520  0,748  571
11,Tanore,216,51,427,694
12,Total,2358,458,3991,6807
