,0,1,2,3,4
0,"Area of high, medium and low land 2008",,,,
1,Kishoreganj,,,,
2,,,,,
3,Upazila,High land,Medium land,Low land,Total land
4,Austagram,1020,22817,59890,83727
5,Bajitpur,4567,26410,14598,45575
6,Bhairab,1072,15446,13510,30028
7,Hossainpur,3250,13266,13003,29519
8,Itna,1481,29082,65000,95563
9,Karimganj,2300,31884,15100,49284
10,Katiadi,1921,35948,16080,53949
11,Kishoreganj Sadar,7088,20380,20059,47527
12,Kuliar-char,3655,16178,5655,25488
13,Mithamain,1025,8487,26508,36020
14,Nikli,2561,15975,29545,48081
15,Pakundia,7580,26233,10655,44468
16,Tarail,2585,22551,9540,34676
17,Total,40105,284657,299143,634437
