,0,1,2,3,4
0,Number of cinema hall and audience capacity by municipality 2011,,,,
1,Kishoreganj,,,,
2,,,,,
3,Municipality,Number of cinema hall,Audience capacity,Show per day,Attendance (daily average)
4,Austagram,1,0,0,0
5,Bajitpur,1,375,14,30
6,Bhairab,2,940,4,455
7,Hossainpur,1,350,3,150
8,Itna,0,0,.40,0
9,Karimganj,1,250,2,420
10,Katiadi,2,950,3,60
11,Kishoreganj Sadar,2,1342,6,337
12,Kuliar-char,2,870,3,580
13,Mithamain,0,0,0,0
14,Nikli,0,0,0,0
15,Pakundia,1,450,3,350
16,Tarail,0,0,0,0
17,Total,12,5527,28,2382
