,0,1,2,3,4
0,Number of branch of private commercial bank 2011,,,,
1,Kishoreganj,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
4,Austagram,0,0,0,0
5,Bajitpur,2,24,6868,1180
6,Bhairab,14,185,44477,5817
7,Hossainpur,1,3,205,0
8,Itna,0,0,0,0
9,Karimganj,0,0,0,0
10,Katiadi,0,0,0,0
11,Kishoreganj Sadar,5,119,19415,4383
12,Kuliar-char,0,0,0,0
13,Mithamain,0,0,0,0
14,Nikli,0,0,0,0
15,Pakundia,2,15,1062,260
16,Tarail,2,18,4760,464
17,Total,26.00,364.00,76787.00,12104.00
