,0,1,2,3,4,5
0,"Number of hat-bazar, growth centre, hotel  restaurant 2011",,,,,
1,Kishoreganj,,,,,
2,,,,,,
3, Upazila, Daily bazar, Weekly hat, Growth centre, Restaurant,Hotel (residential)
4,Austagram,14,8,4,12,2
5,Bajitpur,20,5,5,237,1
6,Bhairab,18,4,3,85,7
7,Hossainpur,12,20,20,64,1
8,Itna,12,14,5,57,2
9,Karimganj,10,23,7,55,0
10,Katiadi,21,26,5,300,0
11,Kishoreganj Sadar,24,7,4,28,22
12,Kuliar-char,16,7,2,20,4
13,Mithamain,3,10,5,0,0
14,Nikli,9,6,4,25,1
15,Pakundia,4,29,4,45,0
16,Tarail,14,6,3,26,0
17,Total,177,165,71,954,40
