,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,Kishoreganj,,,,,,,
2,,,,,,,,
3,Upazila,TFPO,M.O,FPI,TFPA,FWV,FWA,Midwives or SBA
4,Austagram,0,0,4,1,3,18,0
5,Bajitpur,1,0,5,1,7,38,9
6,Bhairab,1,1,6,2,3,32,1
7,Hossainpur,1,0,4,2,6,33,0
8,Itna,1,0,7,2,3,22,3
9,Karimganj,1,2,14,7,65,15,3
10,Katiadi,1,2,5,3,9,56,9
11,Kishoreganj Sadar,1,2,9,3,13,66,67
12,Kuliar-char,1,1,5,2,8,30,0
13,Mithamain,0,0,2,2,2,19,5
14,Nikli,1,1,3,2,3,25,5
15,Pakundia,1,2,4,3,11,51,14
16,Tarail,1,1,5,3,5,31,0
17,Total,11,12,73,29,138,436,116
