,0,1,2,3,4,5
0,Number of family planning personnel working by municipality 2011,,,,,
1,Kishoreganj,,,,,
2,,,,,,
3, Municipality, Doctors,Family planning inspector,Family planning Assistants,Family planning Visitor,Midwives/ Birth Attendant (Dais)
4,Austagram,0,0,0,0,0
5,Bajitpur,0,1,2,1,15
6,Bhairab,1,0,0,0,0
7,Hossainpur,0,1,2,1,1
8,Itna,0,0,0,0,0
9,Karimganj,2,4,2,4,3
10,Katiadi,1,1,6,2,1
11,Kishoreganj Sadar,2,9,3,9,67
12,Kuliar-char,1,1,2,30,0
13,Mithamain,0,0,0,0,0
14,Nikli,0,0,0,0,0
15,Pakundia,1,1,1,2,4
16,Tarail,0,0,0,0,0
17,Total,8,18,18,49,91
