,0,1,2,3,4
0,"Number of branch of specialized (Krishi, co-operative etc.) bank 2011",,,,
1,Kishoreganj,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
4,Austagram,2,12,15111,64
5,Bajitpur,1,11,6509,116
6,Bhairab,2,15,13311,173
7,Hossainpur,1,9,5799,110
8,Itna,2,12,12562,106
9,Karimganj,1,8,5512,126
10,Katiadi,1,9,12717,75
11,Kishoreganj Sadar,3,28,18706,229
12,Kuliar-char,1,8,3261,214
13,Mithamain,1,6,3208,40
14,Nikli,1,7,8472,25
15,Pakundia,1,9,12000,550
16,Tarail,1,9,2190,93
17,Total,18,143,119358,1921
