,0,1,2,3,4,5
0,"Number of cinema hall, registered club, auditorium, public library and orphanage 2011",,,,,
1,Kishoreganj,,,,,
2,,,,,,
3,Upazila,Cinema hall,Registered club,Library,Orphanage,Auditorium
4,Austagram,0,45,1,1,1
5,Bajitpur,2,72,0,3,0
6,Bhairab,2,47,5,5,2
7,Hossainpur,1,42,0,3,2
8,Itna,0,0,0,3,0
9,Karimganj,1,0,0,0,1
10,Katiadi,2,65,1,10,2
11,Kishoreganj Sadar,2,155,12,6,2
12,Kuliar-char,2,10,2,2,1
13,Mithamain,0,3,20,0,0
14,Nikli,0,36,2,1,1
15,Pakundia,2,46,6,3,2
16,Tarail,1,21,0,0,0
17,Total,15,542,49,37,14
