,0,1,2,3,4,5
0,Existing position of Government employee by category 2011,,,,,
1,,,,,,
2,Upazila,Class-I,Class-II,Class-III,Class-IV,Number of employee
3,Adarsha Sadar,179,150,1986,639,2954
4,Barura,42,22,445,106,615
5,Brahmanpara,28,18,690,200,936
6,Burichang,30,19,695,210,954
7,Chandina,30,18,357,79,484
8,Chauddagram,55,26,1113,153,1347
9,Comilla Sadar Dakshin,245,141,980,602,1968
10,Daudkandi,34,21,330,142,527
11,Debidwar,57,35,417,184,693
12,Homna,55,17,735,99,906
13,Laksam,38,40,271,130,479
14,Monoharganj,22,10,443,55,530
15,Meghna,20,10,254,40,324
16,Muradnagar,51,34,484,163,732
17,Nangalkot,37,11,199,65,312
18,Titas,25,13,497,53,588
19,Total,948,585,9896,2920,14349
