,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
2,Upazila,Vehicle,Vehicle,Vehicle,Vehicle,Vehicle
3,Upazila,Rickshaw,Rickshaw van,Easy bike,Auto rickshaw,Tempo
4,Adarsha Sadar,15,30,5,5,7
5,Barura,10,20,5,5,5
6,Brahmanpara,10,15,5,3,0
7,Burichang,10,20,5,5,5
8,Chandina,10,15,5,5,3
9,Chauddagram,10,20,5,5,5
10,Comilla Sadar Dakshin,10,30,10,10,6
11,Daudkandi,10,80,10,5,5
12,Debidwar,12,15,2.5,3,3
13,Homna,10,10,4,3,3
14,Laksam,20,50,10,10,5
15,Monoharganj,15,30,5,5,3
16,Meghna,20,30,0,10,10
17,Muradnagar,10,5,3,3,2
18,Nangalkot,20,25,10,15,7
19,Titas,10,50,5,5,5
20,Average,13,28,6,6,5
