,0,1,2,3,4
0,"Number of branch of specialized (Krishi, Co-operative etc) bank 2011",,,,
1,Upazila,Number of branch,"Number of
employee","Number of
savings A/C",Number of current A/C
2,Adarsha Sadar,3,36,6015,112
3,Barura,3,22,8396,74
4,Brahmanpara,3,18,5724,345
5,Burichang,3,20,6724,360
6,Chandina,6,39,14257,344
7,Chauddagram,7,56,15996,595
8,Comilla Sadar Dakshin,1,7,2797,40
9,Daudkandi,3,21,7621,161
10,Debidwar,2,14,12702,450
11,Homna,1,7,790,43
12,Laksam,3,23,12080,309
13,Monoharganj,3,15,17787,133
14,Meghna,1,5,7753,51
15,Muradnagar,1,20,16434,144
16,Nangalkot,3,20,5907,566
17,Titas,2,11,11856,95
18,Total,45,334,152839,3822
