,0,1,2,3,4,5
0,Land area based on utilization 2008,,,,,
1,,,,,,
2,Upazila,Opareted area,Permanent cropped area,Temporary cropped area,Permanent fallow area,Others
3,Adarsha Sadar,23815,1023,13885,194,8907
4,Barura,45451,2171,30488,196,12792
5,Brahmanpara,26852,458,20806,24,558
6,Burichang,31801,926,23397,133,7478
7,Chandina,34894,691,24592,101,9609
8,Chauddagram,51276,1728,38254,168,11294
9,Comilla Sadar Dakshin,46017,2182,32896,251,10939
10,Daudkandi,40213,803,31203,122,8207
11,Debidwar,42924,1384,31551,83,9989
12,Homna,24326,298,20504,40,3524
13,Laksam,29084,945,20115,183,8024
14,Monoharganj,34952,701,25650,109,8601
15,Meghna,15841,202,13780,139,1859
16,Muradnagar,57720,1098,44366,109,52256
17,Nangalkot,45709,1249,32501,252,11959
18,Titas,25339,250,21444,85,3649
19,Total,576214,16109,425431,2192,169645
