,0,1,2,3,4,5,6,7,8
0,"Number of technical and vocational institution, teacher and student 2011",,,,,,,,
1,Upazila,Institution,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,Upazila,Institution,Male,Female,Total,Male,Female,Total,Students per teacher
3,Adarsha Sadar,10,67,29,96,1586,1071,2657,28
4,Barura,0,0,0,0,0,0,0,0
5,Brahmanpara,0,0,0,0,0,0,0,0
6,Burichang,5,33,15,48,427,305,737,15
7,Chandina,1,7,0,7,58,96,154,22
8,Chauddagram,2,9,14,23,30,100,130,6
9,Comilla Sadar Dakshin,6,62,24,86,2342,352,2694,31
10,Daudkandi,3,65,13,78,1228,118,1346,17
11,Debidwar,1,9,1,10,300,10,310,31
12,Homna,0,0,0,0,0,0,0,0
13,Laksam,1,10,0,10,41,20,61,6
14,Monoharganj,0,0,0,0,0,0,0,0
15,Meghna,0,0,0,0,0,0,0,0
16,Muradnagar,0,0,0,0,0,0,0,0
17,Nangalkot,2,40,13,53,350,150,500,9
18,Titas,0,0,0,0,0,0,0,0
19,Total,31,302,109,411,6362,2222,8589,21
