,0,1,2,3,4
0,Number of branch of nationalized commercial bank 2011,,,,
1,Upazila,"Number of
branch","Number of
employee","Number of
savings A/C","Number of
current A/C"
2,Adarsha Sadar,17,289,91221,5863
3,Barura,9,100,175093,1642
4,Brahmanpara,4,37,17010,2044
5,Burichang,14,112,9307,416
6,Chandina,5,45,46507,4015
7,Chauddagram,12,118,30141,2297
8,Comilla Sadar Dakshin,14,133,8445,3292
9,Daudkandi,8,92,48857,2822
10,Debidwar,4,38,28596,1140
11,Homna,6,62,40741,2191
12,Laksam,5,54,40825,1554
13,Monoharganj,4,29,34671,723
14,Meghna,1,11,4335,396
15,Muradnagar,11,71,56933,3183
16,Nangalkot,7,45,36508,2217
17,Titas,2,17,22441,555
18,Total,123,1253,691631,34350
