,0,1,2,3,4,5,6,7,8
0,"Number of Government secondary school, teacher and student 2011",,,,,,,,
1,Upazila,Number of school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,Upazila,Number of school,Male,Female,Total,Male,Female,Total,Students per teacher
3,Adarsha Sadar,2,52,51,103,1825,1434,3259,32
4,Barura,1,7,2,9,0,405,405,45
5,Brahmanpara,1,8,6,14,303,220,523,37
6,Burichang,1,11,2,13,487,72,559,43
7,Chandina,0,0,0,0,0,0,0,0
8,Chauddagram,0,0,0,0,0,0,0,0
9,Comilla Sadar Dakshin,1,12,15,27,472,361,833,31
10,Daudkandi,1,8,2,10,0,401,401,40
11,Debidwar,0,0,0,0,0,0,0,0
12,Homna,1,7,0,7,368,0,368,53
13,Laksam,0,0,0,0,0,0,0,0
14,Monoharganj,0,0,0,0,0,0,0,0
15,Meghna,0,0,0,0,0,0,0,0
16,Muradnagar,1,13,2,15,602,0,602,40
17,Nangalkot,0,0,0,0,0,0,0,0
18,Titas,0,0,0,0,0,0,0,0
19,Total,9,118,80,198,4057,2893,6950,35
