,0,1,2,3,4,5,6
0,Number of religious institution 2011,,,,,,
1,Upazila,Mosque,Eid-Gah,"Temple
(Mandir)","Church
(Girza)",Pagoda,Others
2,Adarsha Sadar,387,332,48,2,2,1
3,Barura,740,135,0,3,0,15
4,Brahmanpara,225,97,6,0,0,9
5,Burichang,440,146,0,0,0,15
6,Chandina,508,166,0,0,0,0
7,Chauddagram,876,177,29,3,0,0
8,Comilla Sadar Dakshin,504,154,30,0,2,0
9,Daudkandi,545,260,0,0,0,30
10,Debidwar,547,205,30,0,0,15
11,Homna,490,75,0,0,0,0
12,Laksam,477,77,12,0,2,0
13,Monoharganj,507,84,38,0,0,6
14,Meghna,248,165,0,0,0,0
15,Muradnagar,823,267,46,0,0,19
16,Nangalkot,645,212,0,0,0,0
17,Titas,477,122,11,0,0,12
18,Total,8439,2674,250,8,6,122
