,0,1,2,3,4,5,6,7
0,Number of selected agricultural machine 2008,,,,,,,
1,,,,,,,,
2,Upazila,Number of power tiller,Tractor,Number of threshing machine,,,,
3,Badarganj,766,766,23,223,223,223,
4,Gangachara,180,180,22,584,584,584,
5,Kaunia,335,335,13,470,470,470,
6,Mithapukur,811,811,35,1038,1038,1038,
7,Pirgachha,690,690,48,2897,2897,2897,
8,Pirganj,1472,1472,90,5769,5769,5769,
9,Rangpur sadar,676,676,138,947,947,947,
10,Taraganj,99,99,19,216,216,216,
11,Total,5029,5029,388,12144,12144,12144,
12, 4.15 Use of chemical fertilizer 2010-11, 4.15 Use of chemical fertilizer 2010-11, 4.15 Use of chemical fertilizer 2010-11, 4.15 Use of chemical fertilizer 2010-11, 4.15 Use of chemical fertilizer 2010-11, 4.15 Use of chemical fertilizer 2010-11, 4.15 Use of chemical fertilizer 2010-11,
13,,,,,,(in metric ton),(in metric ton),(in metric ton)
14,Upazila,UREA,TSP,MP,DAP,,,Other
15,Badarganj,12175,7760,8380,1110,6504,6504,6504
16,Gangachara,9350,3000,1600,835,2300,2300,2300
17,Kaunia,5630,1190,980,490,310,310,310
18,Mithapukur,22580,6580,520,6313,6550,6550,6550
19,Pirgachha,10281,2641,18160,512,2400,2400,2400
20,Pirganj,16990,10390,9130,1375,6710,6710,6710
21,Rangpur sadar,15685,8675,8915,1240,8425,8425,8425
22,Taraganj,7345,4615,4815,445,4710,4710,4710
23,Total,100036,44851,52500,12320,37909,37909,37909
