,0,1,2,3,4
0,Number of branch of private commercial bank 2011,,,,
1,Natore,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
4,Bagatipara,1,10,200,736
5,Baraigram,3,34,2312,236
6,Gurudaspur,3,30,4406,809
7,Lalpur,1,12,4186,348
8,Natore Sadar,6,133,25316,6657
9,Singra,0,0,0,0
10,Total,14,219,36420,8786
