,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station,  camp, union land (tohsil) office, bop (BGB camp), cyber cafe 2011",,,,,,,,
1,Barisal,,,,,,,,
2,,,,,,,,,
3,Upazila/city corporation,Filling station,Fire brigade station,Police station/ camp,Union land (tohsil) office,Sub- registry office,BOP (BGB camp),ISP provider,Cyber cafe
4,Agailjhara,0,0,1,3,1,0,0,0
5,Babuganj,1,0,3,4,1,0,5,10
6,Bakerganj,2,0,1,14,1,0,22,0
7,Banaripara,0,1,3,8,1,0,0,0
8,Barisal city corporation,10,2,7,0,0,0,3,13
9,Barisal Sadar,0,0,1,10,1,0,0,0
10,Gaurnadi,2,1,3,7,1,0,0,0
11,Hizla,0,0,2,5,1,0,0,1
12,Mehendiganj,0,1,2,7,1,0,0,2
13,Muladi,0,0,3,7,1,0,0,0
14,Wazirpur,0,1,5,4,1,0,0,0
15,Total,15,6,31,69,10,0,30,26
