,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2010-11",,,,,,
1,Barisal,,,,,,
2,(Area in acre  production in metric ton),,,,,,
3,Upazila/city corporation,Mango Area,Mango Production,Litchi Area,Litchi Production,Blackberry Area,Blackberry Production
4,Agailjhara,20,96,12,26,7,10
5,Babuganj,10.6,15.892,4,17,3.06,12
6,Bakerganj,43,275,3,5,8,93
7,Banaripara,813,798.5,26.5,32.85,19.18,37.32
8,Barisal city corporation,8,82,1,5,1,6
9,Barisal Sadar,105,1089,14,46,4,23
10,Gaurnadi,140,130,15,14.5,2.5,5
11,Hizla,0,120,0,29,0,105
12,Mehendiganj,35.81,42.38,2,3.65,1,1.53
13,Muladi,123,300,20,48,0,0
14,Wazirpur,141.53,61.7,21.44,19.53,1.33,2.859
15,Total,1439.940,3010.472,118.940,246.530,47.070,295.709
