,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium, playground, park, amusement park 2011",,,,,,,
1,Barisal,,,,,,,
2,,,,,,,,
3,Upazila/city corporation,Pond,Dighee,Rivers flow,Flood camp/ shelter,Cyclone shelter,Stadium/ play ground,Park/ amusement park
4,Agailjhara,6232,2,1,0,14,63,1
5,Babuganj,7652,1,3,18,18,37,0
6,Bakerganj,11615,0,5,1,116,78,0
7,Banaripara,6093,0,3,1,19,113,0
8,Barisal city corporation,1005,8,2,0,0,16,3
9,Barisal Sadar,8774,23,5,0,5,42,3
10,Gaurnadi,6680,0,1,7,8,52,1
11,Hizla,1560,0,1,2,5,121,0
12,Mehendiganj,7068,0,7,0,30,145,0
13,Muladi,4150,0,4,0,21,192,0
14,Wazirpur,7857,0,1,0,22,75,0
15,Total,68686,34,33,29,258,934,8
