,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,Barisal,,,,,
2,,,,,,
3, Upazila/city corporation, Name of land/river port, Name of important or historical/tourist places/objects,Name of important /famous crop or food production,Customer care service providers name of cell phone operators,Distance between district head quarter  upazila by road (km)
4,Agailjhara,Pathar hat,Goula monsha mondir,Dodi and misti,-,46
5,Babuganj, - ,Dorga shagur,Peddy,Grameen,18
6,Bakerganj,Neamoti ,Bara auliar dorbar,Peddy,Grameen,22
7,Banaripara,Banaripara,Chakher,Peddy,Grameen,27
8,Barisal city corporation,River port ,Mea Bari,Peddy,Bangla link,-
9,Barisal Sadar,River port,Bozroymohon college,Peddy,Grameen,-
10,Gaurnadi,Gaurnadi,Dod Komarar Majar,Peddy and pan,"Grameen, Banglalink",38
11,Hizla,-,-,Peddy,-,44
12,Mehendiganj,Pathar hat,Olanea,Sopari and Peddy,Grameen,40
13,Muladi,-,-,Peddy,-,38
14,Wazirpur,-,Gotea mosque,-,Grameen,25
