,0,1,2,3,4
0,Area and production of turmeric and ginger 2009-10,,,,
1,Barisal,,,,
2,(Area in acre  production in metric ton),,,,
3,Upazila/city corporation,Turmeric Area,Turmeric Production,Ginger Area,Ginger Production
4,Agailjhara,16.25,19.5,0,0
5,Babuganj,48,136.48,0,0
6,Bakerganj,22,25,0,0
7,Banaripara,16.9,20. 28,0,0
8,Barisal city corporation,2,2,0,0
9,Barisal Sadar,18,23,0,0
10,Gaurnadi,8.35,12.7,0,0
11,Hizla,28,32,0,0
12,Mehendiganj,15.45,9.27,0,0
13,Muladi,10,65,0,0
14,Wazirpur,23,20.9,0,0
15,Total,207.95,345.85,0,0
