,0,1,2,3,4,5
0,Number of employee by type 2011,,,,,
1,Barisal,,,,,
2,,,,,,
3,Upazila/city corporation,Police personnel,Ansar personnel,VDP personnel,Autonomous body,Local government employee
4,Agailjhara,21,192,80,33,62
5,Babuganj,60,500,58,65,54
6,Bakerganj,45,500,58,30,317
7,Banaripara,59,289,55,2,114
8,Barisal city corporation,3184,64,0,83,368
9,Barisal Sadar,37,64,0,83,106
10,Gaurnadi,156,2195,75,35,128
11,Hizla,45,324,97,7,65
12,Mehendiganj,57,548,30,21,154
13,Muladi,65,356,65,15,89
14,Wazirpur,110,114,42,4,93
15,Total,3839,5146,560,378,1550
