,0,1,2,3,4,5
0,Employment status in handloom industry 2011,,,,,
1,Barisal,,,,,
2,,,,,,
3,Upazila/city corporation,Number of handloom,Person engaged Family member,Person engaged Regular,Person engaged Hired/casual,Total
4,Agailjhara,0,0,0,0,0
5,Babuganj,0,0,0,0,0
6,Bakerganj,8,8,0,0,8
7,Banaripara,0,0,0,0,0
8,Barisal city corporation,0,0,0,0,0
9,Barisal Sadar,7,7,0,4,11
10,Gaurnadi,242,210,138,120,468
11,Hizla,0,0,0,0,0
12,Mehendiganj,0,0,0,0,0
13,Muladi,0,0,0,0,0
14,Wazirpur,114,232,0,0,232
15,Total,371,457,138,124,719
