,0,1,2,3,4
0,Number of tailoring shop and person engaged 2011,,,,
1,Barisal,,,,
2,,,,,
3,Upazila/city corporation,Number of unit,Person engaged Family,Person engaged Hired,Person engaged Total
4,Agailjhara,131,131,63,194
5,Babuganj,114,243,64,307
6,Bakerganj,412,618,415,1033
7,Banaripara,130,4,8,12
8,Barisal city corporation,242,279,821,1100
9,Barisal Sadar,122,130,65,195
10,Gaurnadi,264,452,440,892
11,Hizla,126,132,82,214
12,Mehendiganj,234,234,476,710
13,Muladi,230,250,650,900
14,Wazirpur,497,275,717,92
15,Total,2502,2748,3801,5649
