,0,1,2,3,4
0,Number of Saw mill and person engaged 2011,,,,
1,Barisal,,,,
2,,,,,
3,Upazila/city corporation,Number of unit,Person engaged Family,Person engaged Hired,Person engaged Total
4,Agailjhara,18,18,54,72
5,Babuganj,42,31,137,168
6,Bakerganj,68,68,272,340
7,Banaripara,21,21,105,126
8,Barisal city corporation,41,41,168,209
9,Barisal Sadar,44,48,158,206
10,Gaurnadi,32,14,146,160
11,Hizla,15,26,102,128
12,Mehendiganj,44,44,264,308
13,Muladi,30,30,150,180
14,Wazirpur,52,0,260,260
15,Total,407,341,1816,2157
