,0,1,2,3,4
0,Number of co-operative society and member 2011,,,,
1,Barisal,,,,
2,,,,,
3,Upazila/city corporation,Number of co- operative society,Number of member Male,Number of member Female,Both sex
4,Agailjhara,116,1025,2535,3560
5,Babuganj,168,6901,659,7560
6,Bakerganj,441,5550,2950,8500
7,Banaripara,133,9924,515,10439
8,Barisal city corporation,224,10615,8112,18728
9,Barisal Sadar,336,13218,4064,17282
10,Gaurnadi,112,11312,2337,13449
11,Hizla,65,2600,1300,3900
12,Mehendiganj,156,2420,700,3120
13,Muladi,163,6966,415,7381
14,Wazirpur,197,12598,2058,14656
15,Total,2111,83129,25645,108575
