,0,1,2,3,4,5,6
0,"Area and Production of tomato, radish and bean 2010-11",,,,,,
1,(Area in acre & production in metric ton),,,,,,
2,Upazila/city corporation,Tomato Area,Tomato Production,Radish Area,Radish Production,Bean Area,Bean Production
3,Batiaghata	85,173,21,33,35,22,
4,Dacope	27,42,15,20,12,14,
5,Dighalia	50,150,48,100,53,134,
6,Dumuria	223 Khulna City Corporation	3,489  5,325  2,1301  8,310  1,1476  1,
7,Koyra	14,25,11,47,4,5,
8,Paikgachha	75,269,89,143,28,18,
9,Phultala	32,395,19,141,17,52,
10,Rupsa	145,3415,24,60,14,59,
11,Terokhada	26,29,32,128,12,7,
12,Total	680,4991,586,1982,485,1787,
